OrderID,OrderDate,CustomerID,ProductID,Region,Quantity,UnitPrice,Discount,GrossSales,DiscountAmount,SalesAmount,Cost,Profit
O01303,2025-08-26,C0020,P008,North,2.0,12000,0.02,24000,480.0,23520.0,15580.05,7939.95
O01304,2024-08-19,C0002,P005,South,2.0,4500,0.15,9000,1350.0,7650.0,5164.67,2485.33
O01305,2024-03-31,C0008,P007,North,3.0,9000,0.05,27000,1350.0,25650.0,20314.92,5335.08
O01306,2025-10-12,C0046,P004,North,2.0,22000,0.02,44000,880.0,43120.0,24453.07,18666.93
O01307,2024-04-18,C0011,P014,North,5.0,700,0.05,3500,175.0,3325.0,2135.7,1189.3
O01308,2025-03-10,C0085,P015,West,3.0,500,0.05,1500,75.0,1425.0,846.57,578.43
O01309,2024-06-21,C0052,P002,North,1.0,65000,0.0,65000,0.0,65000.0,51512.5,13487.5
O01310,2024-04-02,C0033,P011,North,1.0,2200,0.05,2200,110.0,2090.0,1213.15,876.85
O01311,2025-07-21,C0001,P006,South,1.0,3200,0.0,3200,0.0,3200.0,2185.73,1014.27
O01312,2024-04-15,C0048,P001,North,2.0,85000,0.02,170000,3400.0,166600.0,112961.56,53638.44
O01313,2025-05-04,C0016,P014,West,2.0,700,0.05,1400,70.0,1330.0,1016.74,313.26
O01314,2025-05-21,C0098,P001,West,5.0,85000,0.05,425000,21250.0,403750.0,266998.13,136751.87
O01315,2024-02-14,C0030,P004,South,5.0,22000,0.02,110000,2200.0,107800.0,86448.75,21351.25
O01316,2024-05-06,C0048,P001,South,1.0,85000,0.0,85000,0.0,85000.0,63603.23,21396.77
O01317,2025-08-03,C0002,P008,South,5.0,12000,0.05,60000,3000.0,57000.0,40003.17,16996.83
O01318,2025-01-05,C0014,P009,North,3.0,1800,0.02,5400,108.0,5292.0,3492.0,1800.0
O01319,2024-03-29,C0021,P005,North,2.0,4500,0.1,9000,900.0,8100.0,6932.61,1167.39
O01320,2025-12-25,C0006,P002,North,3.0,65000,0.05,195000,9750.0,185250.0,147109.22,38140.78
O01321,2024-07-12,C0073,P002,North,3.0,65000,0.1,195000,19500.0,175500.0,128257.35,47242.65
O01322,2024-01-03,C0095,P015,East,1.0,500,0.02,500,10.0,490.0,321.09,168.91
O01323,2025-11-06,C0099,P013,North,5.0,10500,0.1,52500,5250.0,47250.0,29426.24,17823.76
O01324,2024-01-13,C0027,P015,North,1.0,500,0.0,500,0.0,500.0,286.03,213.97
O01325,2025-02-08,C0079,P008,South,1.0,12000,0.02,12000,240.0,11760.0,6774.7,4985.3
O01326,2025-12-26,C0051,P009,South,2.0,1800,0.0,3600,0.0,3600.0,2003.73,1596.27
O01327,2025-02-26,C0005,P012,North,1.0,14500,0.0,14500,0.0,14500.0,8573.5,5926.5
O01328,2025-03-03,C0010,P010,North,1.0,1200,0.1,1200,120.0,1080.0,937.71,142.29
O01329,2024-10-10,C0055,P007,North,2.0,9000,0.05,18000,900.0,17100.0,13779.05,3320.95
O01330,2024-04-02,C0043,P005,North,2.0,4500,0.05,9000,450.0,8550.0,7004.74,1545.26
O01331,2025-02-22,C0001,P008,West,1.0,12000,0.05,12000,600.0,11400.0,8621.11,2778.89
O01332,2025-10-17,C0094,P001,West,5.0,85000,0.05,425000,21250.0,403750.0,305361.24,98388.76
O01333,2024-03-07,C0074,P003,South,5.0,42000,0.05,210000,10500.0,199500.0,122526.93,76973.07
O01334,2025-10-05,C0051,P012,South,4.0,14500,0.1,58000,5800.0,52200.0,42845.8,9354.2
O01335,2024-10-30,C0099,P014,East,3.0,700,0.05,2100,105.0,1995.0,1313.77,681.23
O01336,2025-01-26,C0098,P002,East,5.0,65000,0.05,325000,16250.0,308750.0,224314.48,84435.52
O01337,2024-04-30,C0098,P002,North,2.0,65000,0.02,130000,2600.0,127400.0,105010.76,22389.24
O01338,2025-03-30,C0026,P002,North,3.0,65000,0.15,195000,29250.0,165750.0,153087.9,12662.1
O01339,2024-05-13,C0089,P012,South,1.0,14500,0.0,14500,0.0,14500.0,8887.95,5612.05
O01340,2024-07-18,C0051,P005,East,4.0,4500,0.02,18000,360.0,17640.0,13480.12,4159.88
O01341,2025-06-11,C0073,P005,North,1.0,4500,0.1,4500,450.0,4050.0,2601.47,1448.53
O01342,2024-02-06,C0086,P001,North,4.0,85000,0.0,340000,0.0,340000.0,189454.96,150545.04
O01343,2024-11-22,C0017,P015,North,4.0,500,0.0,2000,0.0,2000.0,1115.21,884.79
O01344,2025-03-10,C0045,P007,North,2.0,9000,0.02,18000,360.0,17640.0,10727.4,6912.6
O01345,2024-04-06,C0013,P012,South,4.0,14500,0.02,58000,1160.0,56840.0,42782.89,14057.11
O01346,2024-08-03,C0028,P011,East,2.0,2200,0.1,4400,440.0,3960.0,2851.61,1108.39
O01347,2024-09-08,C0042,P003,South,2.0,42000,0.1,84000,8400.0,75600.0,46561.57,29038.43
O01348,2025-04-30,C0086,P013,North,3.0,10500,0.05,31500,1575.0,29925.0,25728.13,4196.87
O01349,2025-12-14,C0087,P009,North,2.0,1800,0.15,3600,540.0,3060.0,2498.44,561.56
O01350,2025-09-03,C0039,P010,West,4.0,1200,0.05,4800,240.0,4560.0,3150.47,1409.53
O01351,2024-05-18,C0033,P004,South,2.0,22000,0.1,44000,4400.0,39600.0,30363.94,9236.06
O01352,2024-01-14,C0054,P013,North,3.0,10500,0.0,31500,0.0,31500.0,21747.35,9752.65
O01353,2024-02-07,C0092,P014,North,5.0,700,0.05,3500,175.0,3325.0,2369.37,955.63
O01354,2025-03-11,C0098,P007,West,2.0,9000,0.0,18000,0.0,18000.0,12878.93,5121.07
O01355,2024-04-24,C0023,P002,East,3.0,65000,0.0,195000,0.0,195000.0,153878.24,41121.76
O01356,2024-06-18,C0019,P013,West,5.0,10500,0.05,52500,2625.0,49875.0,33151.79,16723.21
O01357,2025-09-11,C0071,P014,East,2.0,700,0.0,1400,0.0,1400.0,954.07,445.93
O01358,2025-09-30,C0031,P008,South,1.0,12000,0.05,12000,600.0,11400.0,6611.81,4788.19
O01359,2025-09-05,C0020,P009,South,2.0,1800,0.05,3600,180.0,3420.0,2815.74,604.26
O01360,2024-07-04,C0004,P004,North,5.0,22000,0.0,110000,0.0,110000.0,69585.35,40414.65
O01361,2025-03-28,C0041,P002,East,4.0,65000,0.02,260000,5200.0,254800.0,162045.04,92754.96
O01362,2025-03-22,C0040,P015,East,5.0,500,0.05,2500,125.0,2375.0,2048.34,326.66
O01363,2024-05-15,C0057,P008,North,2.0,12000,0.1,24000,2400.0,21600.0,16986.87,4613.13
O01364,2025-02-08,C0021,P005,West,5.0,4500,0.02,22500,450.0,22050.0,13122.49,8927.51
O01365,2025-01-18,C0072,P011,South,2.0,2200,0.15,4400,660.0,3740.0,2735.44,1004.56
O01366,2024-10-16,C0069,P001,North,4.0,85000,0.1,340000,34000.0,306000.0,219426.2,86573.8
O01367,2025-07-03,C0047,P002,South,5.0,65000,0.05,325000,16250.0,308750.0,265276.77,43473.23
O01368,2025-05-10,C0019,P004,West,2.0,22000,0.02,44000,880.0,43120.0,29315.79,13804.21
O01369,2025-01-24,C0051,P007,West,5.0,9000,0.05,45000,2250.0,42750.0,27546.13,15203.87
O01370,2025-06-14,C0068,P006,South,4.0,3200,0.1,12800,1280.0,11520.0,9008.99,2511.01
O01371,2025-07-11,C0038,P003,West,4.0,42000,0.02,168000,3360.0,164640.0,110759.9,53880.1
O01372,2025-02-18,C0027,P006,West,4.0,3200,0.15,12800,1920.0,10880.0,7229.94,3650.06
O01373,2024-07-14,C0051,P006,West,1.0,3200,0.1,3200,320.0,2880.0,2503.83,376.17
O01374,2025-07-08,C0036,P008,West,4.0,12000,0.05,48000,2400.0,45600.0,26603.31,18996.69
O01375,2025-06-08,C0041,P009,South,2.0,1800,0.05,3600,180.0,3420.0,2853.33,566.67
O01376,2025-12-19,C0035,P014,East,2.0,700,0.05,1400,70.0,1330.0,1069.32,260.68
O01377,2024-04-19,C0031,P013,East,1.0,10500,0.1,10500,1050.0,9450.0,5989.96,3460.04
O01378,2024-11-02,C0072,P005,East,1.0,4500,0.1,4500,450.0,4050.0,3354.19,695.81
O01379,2025-11-06,C0047,P014,North,5.0,700,0.0,3500,0.0,3500.0,2653.54,846.46
O01380,2025-01-11,C0047,P008,East,2.0,12000,0.0,24000,0.0,24000.0,17102.95,6897.05
O01381,2025-11-20,C0066,P003,West,2.0,42000,0.02,84000,1680.0,82320.0,59301.57,23018.43
O01382,2024-01-10,C0037,P006,North,3.0,3200,0.1,9600,960.0,8640.0,5408.79,3231.21
O01383,2024-01-26,C0011,P012,West,4.0,14500,0.02,58000,1160.0,56840.0,32831.71,24008.29
O01384,2025-08-04,C0086,P013,South,3.0,10500,0.1,31500,3150.0,28350.0,23510.59,4839.41
O01385,2024-09-19,C0006,P006,North,3.0,3200,0.05,9600,480.0,9120.0,5553.62,3566.38
O01386,2025-01-15,C0058,P003,North,5.0,42000,0.02,210000,4200.0,205800.0,129212.56,76587.44
O01387,2024-11-08,C0027,P003,West,3.0,42000,0.1,126000,12600.0,113400.0,86270.42,27129.58
O01388,2024-10-25,C0022,P002,South,4.0,65000,0.05,260000,13000.0,247000.0,154524.29,92475.71
O01389,2025-11-17,C0005,P011,North,5.0,2200,0.02,11000,220.0,10780.0,8395.82,2384.18
O01390,2024-03-09,C0091,P008,East,4.0,12000,0.0,48000,0.0,48000.0,36863.62,11136.38
O01391,2025-07-18,C0043,P007,South,1.0,9000,0.0,9000,0.0,9000.0,6996.41,2003.59
O01392,2025-10-12,C0035,P011,South,2.0,2200,0.0,4400,0.0,4400.0,2478.89,1921.11
O01393,2025-04-25,C0075,P013,West,4.0,10500,0.02,42000,840.0,41160.0,27952.08,13207.92
O01394,2024-10-15,C0004,P012,East,3.0,14500,0.05,43500,2175.0,41325.0,33872.05,7452.95
O01395,2024-04-26,C0057,P003,West,2.0,42000,0.02,84000,1680.0,82320.0,54437.82,27882.18
O01396,2025-05-13,C0050,P009,East,2.0,1800,0.0,3600,0.0,3600.0,2656.34,943.66
O01397,2024-12-08,C0056,P014,West,1.0,700,0.02,700,14.0,686.0,496.37,189.63
O01398,2024-04-19,C0013,P012,North,2.0,14500,0.02,29000,580.0,28420.0,18668.64,9751.36
O01399,2024-09-19,C0096,P005,North,4.0,4500,0.15,18000,2700.0,15300.0,11243.33,4056.67
O01400,2025-12-03,C0024,P006,North,1.0,3200,0.02,3200,64.0,3136.0,2323.97,812.03
O01401,2024-07-12,C0068,P014,South,5.0,700,0.0,3500,0.0,3500.0,2051.27,1448.73
O01402,2024-05-10,C0075,P001,East,2.0,85000,0.05,170000,8500.0,161500.0,132979.62,28520.38
O01403,2025-05-13,C0035,P008,East,5.0,12000,0.1,60000,6000.0,54000.0,42338.38,11661.62
O01404,2024-05-25,C0014,P002,South,2.0,65000,0.1,130000,13000.0,117000.0,75413.77,41586.23
O01405,2025-11-03,C0030,P014,North,5.0,700,0.1,3500,350.0,3150.0,2589.83,560.17
O01406,2025-09-19,C0081,P001,East,3.0,85000,0.1,255000,25500.0,229500.0,169932.1,59567.9
O01407,2025-12-19,C0091,P001,West,5.0,85000,0.05,425000,21250.0,403750.0,257168.34,146581.66
O01408,2025-10-29,C0094,P005,North,1.0,4500,0.15,4500,675.0,3825.0,3642.7,182.3
O01409,2024-06-27,C0023,P004,North,4.0,22000,0.0,88000,0.0,88000.0,65498.83,22501.17
O01410,2024-06-04,C0061,P008,North,2.0,12000,0.1,24000,2400.0,21600.0,17042.6,4557.4
O01411,2024-09-07,C0016,P005,South,2.0,4500,0.1,9000,900.0,8100.0,7012.75,1087.25
O01412,2024-12-09,C0072,P006,North,1.0,3200,0.1,3200,320.0,2880.0,2229.9,650.1
O01413,2025-10-05,C0042,P009,South,5.0,1800,0.05,9000,450.0,8550.0,6022.77,2527.23
O01414,2025-06-20,C0072,P009,East,4.0,1800,0.1,7200,720.0,6480.0,4328.28,2151.72
O01415,2025-04-16,C0069,P015,South,5.0,500,0.0,2500,0.0,2500.0,1478.54,1021.46
O01416,2025-10-04,C0100,P008,South,3.0,12000,0.05,36000,1800.0,34200.0,23998.74,10201.26
O01417,2025-04-17,C0049,P009,North,1.0,1800,0.02,1800,36.0,1764.0,1211.6,552.4
O01418,2024-10-04,C0035,P011,West,2.0,2200,0.05,4400,220.0,4180.0,3291.18,888.82
O01419,2024-10-28,C0053,P003,South,3.0,42000,0.05,126000,6300.0,119700.0,84339.73,35360.27
O01420,2025-01-12,C0017,P011,South,1.0,2200,0.02,2200,44.0,2156.0,1562.34,593.66
O01421,2024-03-05,C0012,P013,North,5.0,10500,0.0,52500,0.0,52500.0,40675.95,11824.05
O01422,2025-06-26,C0052,P005,East,5.0,4500,0.02,22500,450.0,22050.0,18409.51,3640.49
O01423,2025-04-22,C0083,P003,West,3.0,42000,0.05,126000,6300.0,119700.0,80272.31,39427.69
O01424,2025-06-18,C0054,P006,North,3.0,3200,0.05,9600,480.0,9120.0,7617.87,1502.13
O01425,2025-01-25,C0079,P005,North,4.0,4500,0.05,18000,900.0,17100.0,13817.41,3282.59
O01426,2025-07-26,C0018,P009,North,4.0,1800,0.0,7200,0.0,7200.0,4092.21,3107.79
O01427,2025-11-25,C0045,P013,East,1.0,10500,0.1,10500,1050.0,9450.0,6722.34,2727.66
O01428,2025-02-20,C0062,P009,West,3.0,1800,0.05,5400,270.0,5130.0,3289.36,1840.64
O01429,2024-11-20,C0035,P002,South,4.0,65000,0.0,260000,0.0,260000.0,189639.78,70360.22
O01430,2024-03-17,C0002,P005,South,5.0,4500,0.02,22500,450.0,22050.0,15748.44,6301.56
O01431,2025-07-23,C0008,P011,West,3.0,2200,0.05,6600,330.0,6270.0,4511.82,1758.18
O01432,2025-10-22,C0093,P005,East,5.0,4500,0.02,22500,450.0,22050.0,17013.65,5036.35
O01433,2025-05-26,C0061,P009,North,3.0,1800,0.0,5400,0.0,5400.0,3455.96,1944.04
O01434,2025-09-24,C0027,P011,North,2.0,2200,0.0,4400,0.0,4400.0,2874.71,1525.29
O01435,2025-09-21,C0026,P005,South,3.0,4500,0.0,13500,0.0,13500.0,10580.24,2919.76
O01436,2025-08-06,C0004,P010,West,4.0,1200,0.0,4800,0.0,4800.0,3899.98,900.02
O01437,2025-01-02,C0095,P006,East,5.0,3200,0.02,16000,320.0,15680.0,12153.86,3526.14
O01438,2024-03-13,C0011,P003,East,2.0,42000,0.1,84000,8400.0,75600.0,51123.17,24476.83
O01439,2024-01-03,C0076,P006,West,2.0,3200,0.05,6400,320.0,6080.0,3714.66,2365.34
O01440,2024-05-29,C0025,P007,North,4.0,9000,0.02,36000,720.0,35280.0,21833.47,13446.53
O01441,2024-11-11,C0034,P001,South,4.0,85000,0.05,340000,17000.0,323000.0,225809.49,97190.51
O01442,2025-06-27,C0028,P014,North,2.0,700,0.05,1400,70.0,1330.0,859.47,470.53
O01443,2024-11-29,C0083,P008,West,4.0,12000,0.0,48000,0.0,48000.0,38077.49,9922.51
O01444,2024-01-17,C0004,P001,East,1.0,85000,0.0,85000,0.0,85000.0,62143.09,22856.91
O01445,2024-06-02,C0036,P014,North,2.0,700,0.0,1400,0.0,1400.0,927.52,472.48
O01446,2025-12-16,C0028,P013,North,5.0,10500,0.05,52500,2625.0,49875.0,32756.28,17118.72
O01447,2025-12-23,C0028,P001,East,3.0,85000,0.05,255000,12750.0,242250.0,166458.51,75791.49
O01448,2024-10-02,C0020,P003,East,5.0,42000,0.02,210000,4200.0,205800.0,142492.07,63307.93
O01449,2025-08-11,C0092,P006,East,2.0,3200,0.05,6400,320.0,6080.0,4753.49,1326.51
O01450,2025-06-09,C0038,P008,North,2.0,12000,0.15,24000,3600.0,20400.0,13778.93,6621.07
O01451,2025-11-11,C0042,P011,West,5.0,2200,0.02,11000,220.0,10780.0,8571.03,2208.97
O01452,2025-10-10,C0039,P007,East,5.0,9000,0.05,45000,2250.0,42750.0,26299.85,16450.15
O01453,2025-04-04,C0099,P010,East,5.0,1200,0.05,6000,300.0,5700.0,3725.17,1974.83
O01454,2024-10-15,C0034,P001,East,2.0,85000,0.05,170000,8500.0,161500.0,139105.78,22394.22
O01455,2025-04-03,C0035,P010,West,5.0,1200,0.05,6000,300.0,5700.0,3608.14,2091.86
O01456,2024-08-21,C0033,P014,West,3.0,700,0.05,2100,105.0,1995.0,1212.35,782.65
O01457,2024-09-11,C0033,P008,East,5.0,12000,0.0,60000,0.0,60000.0,43342.17,16657.83
O01458,2025-03-20,C0009,P007,South,5.0,9000,0.02,45000,900.0,44100.0,29526.52,14573.48
O01459,2025-02-21,C0061,P005,South,3.0,4500,0.1,13500,1350.0,12150.0,7759.74,4390.26
O01460,2025-02-28,C0003,P015,West,2.0,500,0.02,1000,20.0,980.0,551.01,428.99
O01461,2024-10-08,C0023,P001,East,5.0,85000,0.15,425000,63750.0,361250.0,242833.79,118416.21
O01462,2024-10-26,C0021,P005,North,3.0,4500,0.02,13500,270.0,13230.0,9330.37,3899.63
O01463,2024-01-08,C0030,P003,North,3.0,42000,0.05,126000,6300.0,119700.0,77154.98,42545.02
O01464,2025-03-15,C0076,P013,West,4.0,10500,0.05,42000,2100.0,39900.0,31917.44,7982.56
O01465,2025-02-24,C0060,P008,West,5.0,12000,0.02,60000,1200.0,58800.0,46891.64,11908.36
O01466,2025-11-14,C0100,P014,West,1.0,700,0.1,700,70.0,630.0,412.37,217.63
O01467,2025-01-03,C0036,P010,South,5.0,1200,0.0,6000,0.0,6000.0,3845.97,2154.03
O01468,2024-12-07,C0093,P009,West,3.0,1800,0.05,5400,270.0,5130.0,3183.71,1946.29
O01469,2024-02-19,C0005,P008,West,1.0,12000,0.05,12000,600.0,11400.0,7528.88,3871.12
O01470,2024-05-23,C0051,P004,North,2.0,22000,0.1,44000,4400.0,39600.0,27041.75,12558.25
O01471,2024-09-04,C0080,P009,North,3.0,1800,0.05,5400,270.0,5130.0,4117.25,1012.75
O01472,2024-10-02,C0054,P011,West,4.0,2200,0.15,8800,1320.0,7480.0,5660.86,1819.14
O01473,2024-09-22,C0094,P015,North,3.0,500,0.1,1500,150.0,1350.0,1025.7,324.3
O01474,2024-10-15,C0032,P009,East,1.0,1800,0.02,1800,36.0,1764.0,1317.51,446.49
O01475,2025-07-16,C0004,P015,East,3.0,500,0.1,1500,150.0,1350.0,1158.01,191.99
O01476,2024-04-05,C0078,P015,East,2.0,500,0.15,1000,150.0,850.0,631.33,218.67
O01477,2024-08-30,C0007,P008,North,2.0,12000,0.02,24000,480.0,23520.0,14555.75,8964.25
O01478,2024-04-29,C0077,P007,East,4.0,9000,0.05,36000,1800.0,34200.0,29310.57,4889.43
O01479,2024-08-12,C0074,P003,North,5.0,42000,0.02,210000,4200.0,205800.0,133652.37,72147.63
O01480,2025-05-15,C0085,P005,West,1.0,4500,0.05,4500,225.0,4275.0,3290.35,984.65
O01481,2024-02-04,C0048,P014,North,4.0,700,0.0,2800,0.0,2800.0,2052.45,747.55
O01482,2024-09-05,C0090,P003,East,3.0,42000,0.05,126000,6300.0,119700.0,86787.28,32912.72
O01483,2024-01-18,C0017,P006,West,2.0,3200,0.02,6400,128.0,6272.0,3914.76,2357.24
O01484,2025-11-29,C0044,P011,North,4.0,2200,0.05,8800,440.0,8360.0,5176.1,3183.9
O01485,2025-06-15,C0013,P004,North,2.0,22000,0.0,44000,0.0,44000.0,29985.75,14014.25
O01486,2024-06-27,C0077,P015,West,4.0,500,0.05,2000,100.0,1900.0,1375.9,524.1
O01487,2024-05-24,C0072,P010,North,3.0,1200,0.05,3600,180.0,3420.0,2731.71,688.29
O01488,2024-03-13,C0081,P001,North,1.0,85000,0.05,85000,4250.0,80750.0,63040.68,17709.32
O01489,2024-12-11,C0077,P004,South,4.0,22000,0.02,88000,1760.0,86240.0,70070.1,16169.9
O01490,2025-07-04,C0031,P012,West,5.0,14500,0.0,72500,0.0,72500.0,58879.6,13620.4
O01491,2025-03-03,C0007,P013,East,3.0,10500,0.02,31500,630.0,30870.0,23515.38,7354.62
O01492,2025-10-06,C0093,P014,South,4.0,700,0.1,2800,280.0,2520.0,1597.84,922.16
O01493,2024-09-08,C0050,P013,West,1.0,10500,0.0,10500,0.0,10500.0,6923.51,3576.49
O01494,2024-07-22,C0010,P002,South,2.0,65000,0.05,130000,6500.0,123500.0,92868.96,30631.04
O01495,2024-12-15,C0093,P011,South,2.0,2200,0.0,4400,0.0,4400.0,3121.15,1278.85
O01496,2024-05-27,C0100,P002,South,4.0,65000,0.05,260000,13000.0,247000.0,155737.35,91262.65
O01497,2025-12-14,C0045,P002,North,2.0,65000,0.0,130000,0.0,130000.0,91961.36,38038.64
O01498,2024-05-15,C0078,P011,South,4.0,2200,0.05,8800,440.0,8360.0,5670.84,2689.16
O01499,2024-12-16,C0004,P008,East,2.0,12000,0.02,24000,480.0,23520.0,15396.25,8123.75
O01500,2025-01-16,C0010,P010,North,4.0,1200,0.0,4800,0.0,4800.0,3720.87,1079.13
O01501,2024-02-11,C0028,P013,East,2.0,10500,0.02,21000,420.0,20580.0,13942.36,6637.64
O01502,2024-12-08,C0066,P002,North,3.0,65000,0.02,195000,3900.0,191100.0,135017.4,56082.6
O01503,2024-11-28,C0014,P008,South,1.0,12000,0.05,12000,600.0,11400.0,8423.71,2976.29
O01504,2024-07-08,C0004,P013,North,4.0,10500,0.15,42000,6300.0,35700.0,29484.38,6215.62
O01505,2024-04-03,C0067,P007,South,1.0,9000,0.05,9000,450.0,8550.0,5467.89,3082.11
O01506,2024-02-03,C0078,P008,East,5.0,12000,0.1,60000,6000.0,54000.0,42711.14,11288.86
O01507,2024-01-07,C0074,P008,South,5.0,12000,0.05,60000,3000.0,57000.0,38420.9,18579.1
O01508,2024-12-17,C0080,P014,North,3.0,700,0.0,2100,0.0,2100.0,1526.4,573.6
O01509,2024-03-06,C0081,P001,North,5.0,85000,0.0,425000,0.0,425000.0,250468.8,174531.2
O01510,2025-12-02,C0061,P014,West,5.0,700,0.02,3500,70.0,3430.0,2864.44,565.56
O01511,2024-06-27,C0052,P013,North,1.0,10500,0.02,10500,210.0,10290.0,7963.74,2326.26
O01512,2025-04-21,C0086,P013,West,4.0,10500,0.1,42000,4200.0,37800.0,27831.63,9968.37
O01513,2025-05-07,C0035,P007,South,2.0,9000,0.05,18000,900.0,17100.0,11364.57,5735.43
O01514,2024-12-28,C0010,P008,North,5.0,12000,0.05,60000,3000.0,57000.0,39282.39,17717.61
O01515,2025-10-07,C0076,P006,East,5.0,3200,0.05,16000,800.0,15200.0,11915.62,3284.38
O01516,2024-03-21,C0028,P004,South,5.0,22000,0.02,110000,2200.0,107800.0,79965.61,27834.39
O01517,2024-06-20,C0098,P014,North,3.0,700,0.05,2100,105.0,1995.0,1553.09,441.91
O01518,2024-07-03,C0042,P008,West,1.0,12000,0.0,12000,0.0,12000.0,9480.36,2519.64
O01519,2024-04-08,C0086,P011,North,1.0,2200,0.0,2200,0.0,2200.0,1481.04,718.96
O01520,2024-08-03,C0005,P002,South,1.0,65000,0.02,65000,1300.0,63700.0,47500.1,16199.9
O01521,2024-08-16,C0066,P012,South,5.0,14500,0.0,72500,0.0,72500.0,48517.52,23982.48
O01522,2025-07-13,C0045,P010,South,3.0,1200,0.05,3600,180.0,3420.0,2600.23,819.77
O01523,2024-08-08,C0047,P015,West,2.0,500,0.0,1000,0.0,1000.0,678.2,321.8
O01524,2025-10-02,C0027,P003,North,3.0,42000,0.0,126000,0.0,126000.0,95722.1,30277.9
O01525,2025-07-18,C0098,P009,West,1.0,1800,0.1,1800,180.0,1620.0,992.56,627.44
O01526,2025-10-21,C0040,P008,East,3.0,12000,0.15,36000,5400.0,30600.0,21896.71,8703.29
O01527,2024-03-17,C0086,P009,West,3.0,1800,0.05,5400,270.0,5130.0,3402.21,1727.79
O01528,2025-12-20,C0043,P001,West,4.0,85000,0.05,340000,17000.0,323000.0,273787.22,49212.78
O01529,2025-03-24,C0005,P008,West,1.0,12000,0.1,12000,1200.0,10800.0,8242.83,2557.17
O01530,2025-12-19,C0088,P005,East,5.0,4500,0.0,22500,0.0,22500.0,14588.44,7911.56
O01531,2024-09-16,C0019,P010,South,1.0,1200,0.02,1200,24.0,1176.0,791.0,385.0
O01532,2025-11-27,C0028,P004,South,3.0,22000,0.0,66000,0.0,66000.0,44351.47,21648.53
O01533,2025-03-06,C0087,P007,East,2.0,9000,0.02,18000,360.0,17640.0,14117.66,3522.34
O01534,2024-02-22,C0090,P010,South,4.0,1200,0.15,4800,720.0,4080.0,3887.19,192.81
O01535,2024-10-26,C0092,P001,East,4.0,85000,0.1,340000,34000.0,306000.0,264494.31,41505.69
O01536,2024-04-10,C0043,P012,North,1.0,14500,0.15,14500,2175.0,12325.0,11270.09,1054.91
O01537,2025-11-19,C0076,P011,West,3.0,2200,0.05,6600,330.0,6270.0,3984.64,2285.36
O01538,2024-08-10,C0033,P001,North,3.0,85000,0.05,255000,12750.0,242250.0,158748.49,83501.51
O01539,2024-06-11,C0075,P001,West,3.0,85000,0.1,255000,25500.0,229500.0,181287.99,48212.01
O01540,2025-02-08,C0051,P013,North,1.0,10500,0.05,10500,525.0,9975.0,7635.15,2339.85
O01541,2024-11-06,C0006,P005,North,1.0,4500,0.05,4500,225.0,4275.0,2721.29,1553.71
O01542,2024-03-11,C0042,P013,West,3.0,10500,0.02,31500,630.0,30870.0,23672.13,7197.87
O01543,2025-08-19,C0047,P008,West,2.0,12000,0.05,24000,1200.0,22800.0,14495.76,8304.24
O01544,2025-09-10,C0026,P006,East,3.0,3200,0.02,9600,192.0,9408.0,5961.72,3446.28
O01545,2025-06-27,C0038,P005,West,1.0,4500,0.05,4500,225.0,4275.0,2847.76,1427.24
O01546,2025-03-26,C0051,P010,North,4.0,1200,0.0,4800,0.0,4800.0,3736.4,1063.6
O01547,2024-10-21,C0005,P002,West,1.0,65000,0.05,65000,3250.0,61750.0,48598.07,13151.93
O01548,2025-01-31,C0016,P007,South,4.0,9000,0.0,36000,0.0,36000.0,24958.26,11041.74
O01549,2025-01-15,C0077,P006,South,5.0,3200,0.02,16000,320.0,15680.0,12341.32,3338.68
O01550,2024-04-30,C0036,P003,South,2.0,42000,0.05,84000,4200.0,79800.0,64637.21,15162.79
O01551,2024-02-29,C0061,P006,North,1.0,3200,0.0,3200,0.0,3200.0,2096.82,1103.18
O01552,2024-07-04,C0057,P008,East,1.0,12000,0.15,12000,1800.0,10200.0,9131.86,1068.14
O01553,2024-11-28,C0056,P011,East,2.0,2200,0.02,4400,88.0,4312.0,2665.02,1646.98
O01554,2024-04-27,C0042,P002,North,1.0,65000,0.02,65000,1300.0,63700.0,44581.67,19118.33
O01555,2024-03-18,C0049,P014,West,5.0,700,0.0,3500,0.0,3500.0,2036.74,1463.26
O01556,2025-09-14,C0083,P014,South,5.0,700,0.1,3500,350.0,3150.0,2328.32,821.68
O01557,2024-10-01,C0097,P011,North,5.0,2200,0.05,11000,550.0,10450.0,7595.49,2854.51
O01558,2025-03-03,C0026,P014,East,5.0,700,0.02,3500,70.0,3430.0,2000.52,1429.48
O01559,2025-01-18,C0067,P007,North,3.0,9000,0.0,27000,0.0,27000.0,18222.45,8777.55
O01560,2025-06-21,C0097,P013,North,2.0,10500,0.05,21000,1050.0,19950.0,15244.97,4705.03
O01561,2025-06-24,C0001,P011,East,3.0,2200,0.1,6600,660.0,5940.0,4724.31,1215.69
O01562,2024-08-04,C0079,P009,North,2.0,1800,0.02,3600,72.0,3528.0,2032.83,1495.17
O01563,2025-09-11,C0050,P003,North,5.0,42000,0.0,210000,0.0,210000.0,120905.76,89094.24
O01564,2024-09-28,C0097,P009,East,3.0,1800,0.0,5400,0.0,5400.0,3482.28,1917.72
O01565,2025-09-02,C0058,P014,North,2.0,700,0.0,1400,0.0,1400.0,1088.54,311.46
